category,region,age,monthly_income,digital_literacy_score,family_size,community_standing_score,location_stability_score,bill_payment_consistency,mobile_money_transactions_per_month,banking_app_sessions_per_week,smartphone_usage_hours,income_variability,education_level,temporal_activity_pattern,business_type,gender,is_legitimate,is_scammer,trustworthiness_label,application_speed,scammer_type,edge_case_type,adversarial_strategy
Tech_Savvy_Youth,visayas_rural,31,21886,7,5,0.9297875575200936,0.8405242824978344,0.98,30,10,9.0,0.40860041790473545,2,"[0.35895367421697943, 0.3597845605714469, 0.351983377846586, 0.35674214179926445, 0.35755920223692367, 0.3628446179844701, 0.35787946996105624, 0.3575457630380821, 0.3624524573419686, 0.3551462680626299, 0.47378626779766925, 0.47891522309979195, 0.4756568796957649, 0.47577096211602105, 0.48172030137506394, 0.48262792151373773, 0.36236659264755644, 0.36332632998092174, 0.36372340296004446, 0.3536142293735192, 0.36135123587978846, 0.35841117540129136, 0.35775772726202876, 0.36168124389662615, 0.3548091135603128, 0.47474667418238303, 0.4819007182322451, 0.48146335805253265, 0.4804101979676145, 0.4773602597858306]",social_media_manager,female,True,False,trustworthy,,,,
Seasonal_Workers,visayas_metro,42,16992,6,2,0.5684200132483771,0.3212253123841689,0.9405926258886851,27,4,6.0,0.6239122732775851,2,"[0.5450489947153084, 0.538569037619545, 0.5436067536519921, 0.5431358990361563, 0.5354640631893856, 0.5368331722083486, 0.5453477969163352, 0.5561477067555769, 0.5507540884416494, 0.5299383270058712, 0.7099698216787412, 0.7152269322116963, 0.7208814985390328, 0.7204300166266927, 0.7310522691621552, 0.7315408921015472, 0.5400504866239397, 0.5379709716456397, 0.5446047822935396, 0.5494742997863916, 0.5449228230364797, 0.53615444955177, 0.5345441408679684, 0.5301032924111534, 0.5417241818311066, 0.7255526893195735, 0.7265482834953214, 0.7302634588758923, 0.7331911959370642, 0.7077475352067338]",tourism_guide,male,True,False,trustworthy,,,,
Young_Professionals,mindanao_metro,41,24602,10,2,0.3354854172649512,0.2604037147902988,0.4473349858557938,123,18,15.0,0.2336043534558514,2,"[0.5605717412761427, 0.5720713617569229, 0.5105095574502932, 0.15608290833652705, 0.2735665332805709, 0.3567467534098332, 0.87138049937241, 0.6816480446853679, 0.6569522631579466, 0.17528014446657095, 0.8672807940936355, 0.28680366134867274, 0.4448305063307376, 0.7900620855452735, 0.4189538984838491, 0.14306762213528873, 0.3403142510282947, 0.8406158549280454, 0.8039967757211482, 0.8924092952561659, 0.8290269165292569, 0.16806091076937424, 0.7866060594033875, 0.2741240363763671, 0.5382846588010373, 0.5505478804841143, 0.5947045213887184, 0.8102852195869543, 0.7345467970533885, 0.48330688649751063]",online_seller,female,False,True,untrustworthy,0.12340344313457846,Identity_Thieves,,
Agricultural_Workers,visayas_rural,45,12609,2,3,0.8679368883624338,0.8185913686623791,0.98,24,2,2.0,0.32192753901855725,2,"[0.17873660929559676, 0.18134379219831886, 0.18137167443584806, 0.1840582770918443, 0.18359467617960387, 0.17914337512407835, 0.18389961373059183, 0.17785787476866766, 0.18279266214837553, 0.185431567435263, 0.2436448323205649, 0.24031731115057237, 0.23900466368468362, 0.23541422611122212, 0.2409316189137426, 0.23665434831608723, 0.17762059600915822, 0.17642776259779, 0.17861882300203005, 0.17991609175653908, 0.18082084374349713, 0.17819848009375813, 0.18320785111918558, 0.1793753842260301, 0.17763683270020347, 0.2406788768017303, 0.24589065850063144, 0.24100548169960534, 0.23891143311787916, 0.23541761593164387]",livestock_farmer,female,True,False,trustworthy,,,,
Service_Providers,visayas_rural,59,15437,2,6,0.7034750655596826,0.7532515211034431,0.98,16,0,3.0,0.3380242504007406,4,"[0.23343908546154818, 0.229785704334999, 0.23295937682432974, 0.22896109350688013, 0.23623894956767738, 0.12829951130101674, 0.12835251052117344, 0.23408661744052342, 0.23136038878586973, 0.23159897810389216, 0.3165905161656616, 0.31630703131139937, 0.1683676654708523, 0.166453097897759, 0.31610587026809556, 0.3099164905158456, 0.23468654762428773, 0.2380558719161954, 0.23149098450100614, 0.12848767075691134, 0.1275616823875316, 0.23388145037330532, 0.23101969920260065, 0.23182668071969018, 0.23486835321855198, 0.30772998961535586, 0.16839223157705474, 0.16962315295218497, 0.3149556605184273, 0.3078049287766193]",beauty_salon,female,True,False,trustworthy,,,,
Student_Entrepreneurs,luzon_rural,19,11335,4,3,0.7769188853801087,0.7526115784229751,0.7282708486249172,31,1,11.0,0.5881979477954151,2,"[0.3888493962541312, 0.2751872081568051, 0.3552411848784019, 0.33474674196846566, 0.3733678315136921, 0.33730880935838525, 0.3840936069562222, 0.3428354854202116, 0.4291965037777002, 0.42725582137617063, 0.4210319050597009, 0.4931600392245031, 0.46117408210901495, 0.49027193599505997, 0.5039130939614951, 0.42787888149760767, 0.3203164545471645, 0.32538853788274874, 0.33752454917929614, 0.33871322022548395, 0.3924756562150032, 0.3690686107625368, 0.3244922571079226, 0.3469722419794445, 0.2634136698125272, 0.5623223021727938, 0.48073648324446105, 0.5204578818824432, 0.5123291578504353, 0.47852990101740456]",online_tutor,female,True,False,trustworthy,,,,
Service_Providers,visayas_metro,44,38878,8,4,0.5181418380356817,0.32680806878613955,0.5632457074426194,7,18,13.0,0.4639225815944346,5,"[0.7830188263571113, 0.21285107028600594, 0.8889661945978136, 0.2618577245038628, 0.2539672663371997, 0.7473589083490254, 0.50556578733834, 0.1717850892227893, 0.7412060794701162, 0.24022272814420617, 0.410631805399996, 0.2801000218698807, 0.2985571495626882, 0.12334903802921025, 0.7133373612575673, 0.14234492649298655, 0.8567952319901102, 0.8344197527064976, 0.542711788017939, 0.8786961665327023, 0.7509523906544789, 0.8912320711477743, 0.11040933451215187, 0.8112214189253727, 0.5124183339684081, 0.4433906726869513, 0.6557119851057197, 0.18585143784443225, 0.7174181244810534, 0.501694047574389]",freelancer,female,False,True,untrustworthy,0.12790034464224992,Organized_Crime_Members,,
Senior_Citizens,luzon_metro,78,26055,4,4,0.5275732871675147,0.4558791179851802,0.98,41,4,5.0,0.5692477607383195,5,"[0.5376303354810735, 0.5414344344766118, 0.5410888984302872, 0.5365578592754393, 0.5453549056666726, 0.5396311534662216, 0.5320086744103841, 0.541141664272345, 0.532205182045145, 0.5431194900594241, 0.7201711872717651, 0.7195614542297347, 0.7197460507155238, 0.7215052330363608, 0.7183045345662996, 0.7197153253406222, 0.5401001195067591, 0.5311021327255676, 0.5415279091736427, 0.5420343078779034, 0.5411022918102983, 0.5408901512112727, 0.5445343565163056, 0.5396128383000847, 0.5397161060393934, 0.7177885503196917, 0.7140037862403799, 0.7211188144440812, 0.7181124321911845, 0.713971042894673]",consultant,male,True,False,trustworthy,,,,
Urban_Gig_Workers,mindanao_rural,24,12703,3,7,0.6417537368089021,0.7847931399029935,0.8005363369862184,20,2,8.0,0.37962668833345353,3,"[0.3319888226661642, 0.3497645414090769, 0.36763593062291505, 0.33330902552118663, 0.2957513663793613, 0.1761748496840683, 0.2198003976210227, 0.34092024959399164, 0.3256750670595721, 0.3786956954486211, 0.45810336414093583, 0.45273621830748545, 0.256471658865594, 0.2750604990118805, 0.5392597957933296, 0.4927505316315919, 0.3857018892308401, 0.3358617192883084, 0.3203064884721477, 0.19086492589734344, 0.19220647557938333, 0.31873138470005735, 0.34575526664386, 0.36294740273171644, 0.3617828080044419, 0.48308806536740756, 0.26070553363215465, 0.23683052934634324, 0.45262432478753156, 0.4321279143570971]",virtual_assistant,female,True,False,trustworthy,,,,
Tech_Savvy_Youth,visayas_rural,38,45132,8,4,0.5,0.7,0.6741902320859405,17,32,13.0,0.7450990239907455,3,"[0.6121321899079237, 0.46624356360771135, 0.33537813772898806, 0.6487963447037254, 0.8805047009895913, 0.33162300746730744, 0.5856776154671601, 0.2551059769831017, 0.15833901882919044, 0.43366529040922985, 0.3772624053788557, 0.8078605621749441, 0.22558647983187266, 0.7930662144974076, 0.6821472927943801, 0.8075832152562513, 0.42709560695072213, 0.308507464583616, 0.7519867158146999, 0.8711492709914065, 0.10366155451431754, 0.6493959208150751, 0.28392783048354203, 0.619308176175905, 0.8180515613504635, 0.6169336408459899, 0.267389880199769, 0.2493804397091185, 0.25311170861507837, 0.41746598555709324]",rice_farmer,male,False,True,untrustworthy,0.2689047355844032,Money_Mules,,
Agricultural_Workers,mindanao_rural,33,26200,8,4,0.5589397729833308,0.7,0.5979547065152272,20,30,12.0,0.31217969961512715,3,"[0.6077235551583128, 0.3841740931932335, 0.35657363626964644, 0.8384812572603411, 0.4228435236694461, 0.8300278553706322, 0.7074395530174268, 0.6990841881612619, 0.272821059452093, 0.34624340626271943, 0.5042287990117719, 0.2081971215135342, 0.2231433094958722, 0.2478691585492146, 0.1410305039596607, 0.15827536585049728, 0.43471098120552554, 0.823612675492979, 0.4246539178011596, 0.4660875270481847, 0.4007930120256855, 0.22510774561208857, 0.14936078163364386, 0.7629015199907238, 0.6492551690748563, 0.6793441073810678, 0.5108383563836117, 0.4354985955184649, 0.5983271384906603, 0.46113276452181573]",sari_sari_store,female,False,True,untrustworthy,0.26763481364340413,Insider_Threats,,
Student_Entrepreneurs,mindanao_metro,34,37284,7,2,0.5,0.37051705798122053,0.6926656185850719,25,4,1.0,0.39149434160464597,3,"[0.3541180993044045, 0.49640621737892665, 0.7839697795206318, 0.19672641646544886, 0.27089826936209227, 0.3680980758505207, 0.6022958026378192, 0.7995851077612264, 0.38151872958850996, 0.6295006956946005, 0.5777378645942935, 0.6094192970225589, 0.12391810252595255, 0.46822573900895137, 0.7269485397290186, 0.14882250712028844, 0.8147491839049185, 0.6135484639124262, 0.7659393090530922, 0.6047301270955778, 0.398624422177019, 0.8749685538439315, 0.1214405476511284, 0.11576646012804606, 0.48794719097518746, 0.18310412035121415, 0.8424850002657754, 0.18346378893466264, 0.476604975295594, 0.8692307970013724]",delivery_driver,male,False,True,untrustworthy,0.22801705316058543,Insider_Threats,,
Rural_Entrepreneurs,visayas_rural,62,15431,2,7,0.815494086245536,0.7151771439054839,0.98,29,0,2.0,0.2206447100745387,3,"[0.18121119027100985, 0.17992741318082728, 0.17728889441780962, 0.18097307784516484, 0.1764628806265206, 0.18356303816538472, 0.17860614810810485, 0.18060347896761855, 0.18084986361463845, 0.1792232850788878, 0.24176008140442581, 0.23857528903013242, 0.24261389189237173, 0.23596206095925976, 0.24037913873863923, 0.24581678699717485, 0.1769990060261833, 0.17796676508842546, 0.18154172354897677, 0.18053874534581882, 0.1810518902978207, 0.181467561390443, 0.18190416440568533, 0.1833290995258687, 0.18122945597078555, 0.23927622703614437, 0.2420177211036082, 0.24569964580468565, 0.23960209876085228, 0.23707641208598806]",kakanin_seller,female,True,False,trustworthy,,,,
Student_Entrepreneurs,mindanao_rural,21,9028,3,5,0.7301638513341648,0.7863915214873886,0.7228832049580582,36,0,10.0,0.3160757102622255,1,"[0.26486634406211723, 0.2142954261703929, 0.27739388460368186, 0.31370774115219263, 0.233736925096433, 0.27076420477912433, 0.2656993101613402, 0.28299585089351853, 0.24770189231379117, 0.2072934714536226, 0.3134345390026983, 0.2636304126163304, 0.39225882306938287, 0.3765296296120982, 0.3593957741867398, 0.3310247675071234, 0.26326325909784826, 0.2688152044107147, 0.24833218674165242, 0.24991480472478309, 0.32443222693705037, 0.21800665011315545, 0.3112710410626467, 0.20286314351184914, 0.33683131038196795, 0.2606702723144301, 0.37934505688654285, 0.3326196154375761, 0.35305730252815776, 0.354379471871735]",service_provider,female,True,False,trustworthy,,,,
Senior_Citizens,visayas_metro,60,25105,4,3,0.5858596315376641,0.7291734149696747,0.98,26,1,4.0,0.5526728370999392,3,"[0.4514339936415066, 0.45098160701984435, 0.4494337514060803, 0.4461582507829623, 0.44989210557738235, 0.45319543508985544, 0.44837414702339906, 0.45180320634838966, 0.44878610622280174, 0.4524037324215386, 0.5970601611096111, 0.6000410628643816, 0.6013694212890153, 0.597973648448217, 0.6010878401541643, 0.5999113448077626, 0.44986753304395466, 0.44796673864079656, 0.45299202768487606, 0.447164612042212, 0.4508392942219122, 0.4474523759480187, 0.44980148685629956, 0.4519285882854285, 0.4491334460770751, 0.5907714116266625, 0.5959659120638862, 0.5935260062495175, 0.6002037303262974, 0.5999849630428397]",landlord,male,True,False,trustworthy,,,,
OFW_Families,mindanao_metro,26,10916,8,4,0.600580440263705,0.6607371881006273,0.7941145735794278,23,3,11.896403625739698,0.256319935178163,4,"[0.7263818165418846, 0.7376657103037773, 0.695903531733232, 0.7146055607108304, 0.7515360041940514, 0.7118842004217714, 0.6973453006765029, 0.7717943937781709, 0.7417126550857742, 0.6983949106858963, 1.0, 1.0, 1.0, 0.9062404510629939, 0.9783165845291195, 0.9864879197726222, 0.6486766667232636, 0.7736431456810513, 0.7294121965140961, 0.7705158512555379, 0.7062509227861159, 0.7417899308688685, 0.7439359443174354, 0.7284864493601971, 0.7421122484203155, 0.9538301434629671, 0.9067632708014917, 0.8681240742631225, 0.9322192876065309, 0.9955866112444924]",student_worker,female,True,False,challenging_legitimate,,,Economic_Outliers,
Service_Providers,visayas_metro,60,19045,5,6,0.6673989614164604,0.7143436521876791,0.98,35,1,7.0,0.333257818677134,4,"[0.585475648959479, 0.5885263620370175, 0.5801830997908117, 0.584771853276909, 0.5827192128008897, 0.3176092861745289, 0.3172617361955764, 0.5865236395352059, 0.5828885002257916, 0.5876564117488203, 0.7754096072137701, 0.7747940678892217, 0.4161723870002942, 0.41989957556901925, 0.7820254932029649, 0.7710719025779714, 0.5889682284956395, 0.5853933365885354, 0.5802966829572307, 0.31530284091086874, 0.31827757624403524, 0.5867983230459188, 0.588297219187662, 0.5809012601118088, 0.5837579842945848, 0.7772259233084294, 0.4251527406151329, 0.42191808853045987, 0.7885410287668729, 0.7785971713997484]",repair_shop,male,True,False,trustworthy,,,,
Tech_Savvy_Youth,mindanao_rural,30,17929,7,7,0.871251411702018,0.8448375818458513,0.8974803174003506,17,10,4.0,0.452576427390974,3,"[0.0854492403757954, 0.07061387480365913, 0.0999354018990456, 0.097432482384986, 0.10069874443634405, 0.07818865064153897, 0.05949666766009532, 0.09718659586203114, 0.07978730629286555, 0.07630334785170428, 0.10066909766649614, 0.11576610327119578, 0.1442560640774066, 0.11222722132507319, 0.10324106067238113, 0.13002540080245625, 0.09265749901072108, 0.05740948446774033, 0.10018553017082293, 0.12273147600755521, 0.05000908231964876, 0.07099737159461658, 0.04619548604924011, 0.08884197220309488, 0.10523011239426858, 0.12162238550747093, 0.14140604357258824, 0.1327721628221538, 0.1461755405014929, 0.1378416659542552]",app_developer,male,True,False,trustworthy,,,,
Rural_Entrepreneurs,luzon_rural,63,16807,2,6,0.7587753149111124,0.8877361412780479,0.98,35,0,4.0,0.26180916096393403,3,"[0.17520562694434877, 0.18138651799824584, 0.18607292886986057, 0.1759104779862216, 0.18056911850283122, 0.1780140534666102, 0.18127766161857914, 0.18005744333224727, 0.1780755392728671, 0.18146361685461324, 0.24541304432936023, 0.2394272886248181, 0.24215927382644453, 0.2361201811263865, 0.23713069086954597, 0.24141721883364112, 0.18445234808560793, 0.181066840046357, 0.17906082590843056, 0.1799978742162701, 0.17624877679809087, 0.18181354597906613, 0.18264699918697025, 0.17864372900150077, 0.1785898735567215, 0.24079763468895612, 0.23868984079187822, 0.23980160215612253, 0.24629916536749955, 0.239258922897762]",sari_sari_store,female,True,False,trustworthy,,,,
Urban_Gig_Workers,luzon_rural,24,13097,5,4,0.8731807503696782,0.8468001407847786,0.8637344599201504,27,6,9.0,0.22305100634542185,1,"[0.5751140991832929, 0.5799569944645735, 0.5815575295470439, 0.5973384168954579, 0.6130968220164249, 0.3223518157449532, 0.3392636671515719, 0.5652798608007592, 0.5765250224674311, 0.5701953785992484, 0.7864271943001124, 0.7726629512666005, 0.4349164355100934, 0.40097048234237115, 0.7808795458229679, 0.7940392596303304, 0.5427855602896019, 0.6283657853915502, 0.5792124233223326, 0.27360852637194966, 0.31823141257093424, 0.5856835788338257, 0.5833260927207076, 0.605259778848795, 0.6002776489067214, 0.7860885390070189, 0.429201105086959, 0.4178669309288135, 0.8162907329217789, 0.7497654833511774]",virtual_assistant,male,True,False,trustworthy,,,,
Student_Entrepreneurs,mindanao_metro,26,30692,8,4,0.5,0.33554893361243904,0.6718711054790459,8,39,14.0,0.4102385258518046,4,"[0.6310482599997804, 0.511381214689351, 0.16822204844486832, 0.6948415409087849, 0.39531782234567947, 0.33466970680309527, 0.5840374660222177, 0.18542269420791274, 0.34194995952989493, 0.2990453644374069, 0.4345838268918515, 0.1798504781741401, 0.2735878164806687, 0.513836055793467, 0.4468947476803007, 0.7293537510814473, 0.4314191846009837, 0.6538654761957348, 0.778962322390257, 0.1653877283994917, 0.1803736235460429, 0.7608272314718236, 0.3549739019435919, 0.2928060604722309, 0.4621401767847093, 0.11587088396608697, 0.7018726329099602, 0.7346278172393684, 0.764978225451266, 0.40604260247719337]",online_seller,male,False,True,untrustworthy,0.23733825233594058,Insider_Threats,,
OFW_Families,luzon_metro,60,38901,6,3,0.42448157576105583,0.3866685439465326,0.98,47,2,5.0,0.5406502679543856,3,"[0.542312527390309, 0.536995588464209, 0.5398194424443723, 0.5345055431872844, 0.5400947539683171, 0.5436743594521232, 0.5402106319502483, 0.5421654749765197, 0.540819555642274, 0.5382887225620819, 0.7194400565689463, 0.7235390534809525, 0.7221500221674236, 0.7181472125986398, 0.7158375853623045, 0.7206205397506934, 0.5382543605286908, 0.5394676949707102, 0.5356367322507166, 0.5431222585725339, 0.5397090665781985, 0.5401639799134043, 0.5375012093538145, 0.5391678458824212, 0.5403673793289818, 0.7181602283205689, 0.7193524147497999, 0.72415887427366, 0.714749874091094, 0.720553685103184]",remittance_recipient,female,True,False,trustworthy,,,,
Rural_Entrepreneurs,visayas_metro,43,34534,6,6,0.503552890053537,0.7740312888885156,0.8771225923916042,36,4,9.0,0.4762437357786092,5,"[0.541044149386885, 0.549763090872646, 0.538700593936881, 0.5489670091185881, 0.5411883673423404, 0.5035889684264067, 0.522686535289911, 0.5373442342026447, 0.517703376900327, 0.5510576530637596, 0.7482142040959181, 0.7424637445242861, 0.7160659040021403, 0.7474764844725301, 0.7227401807605092, 0.7137869624591785, 0.5286940006326006, 0.5344249963566322, 0.5328452758265969, 0.5431410455429874, 0.5429596371781151, 0.5400561430589962, 0.5480534744375384, 0.5619455291436509, 0.5575018125820292, 0.6926309380610853, 0.6729271187560433, 0.7372210212854983, 0.6948062233535361, 0.7158572115143051]",vegetable_garden,female,True,False,trustworthy,,,,
Senior_Citizens,visayas_metro,68,25324,4,2,0.611657969281379,0.6735833077014866,0.98,26,0,4.0,0.40551788535881916,3,"[0.45377757408326663, 0.4554833123117895, 0.44966898087786616, 0.44830908460659913, 0.45656120185430465, 0.45336324644805387, 0.4500374722406522, 0.4519498848891255, 0.44686507147574195, 0.45332825645978175, 0.5945999088215054, 0.6032119264195196, 0.5978348673957286, 0.5950383641999039, 0.5939958756867411, 0.5985715422614061, 0.45213334147732487, 0.4458303244156238, 0.4462932822316731, 0.448517338555444, 0.45242265904345674, 0.45279758845753965, 0.4504196107971062, 0.4529501089004727, 0.4520628322062332, 0.5987490381126994, 0.6027285363317666, 0.5961474675409244, 0.6014594591946303, 0.5965019568318727]",pension_recipient,male,True,False,trustworthy,,,,
