category,region,age,monthly_income,digital_literacy_score,family_size,community_standing_score,location_stability_score,bill_payment_consistency,mobile_money_transactions_per_month,banking_app_sessions_per_week,smartphone_usage_hours,income_variability,education_level,temporal_activity_pattern,business_type,gender,is_legitimate,is_scammer,trustworthiness_label,application_speed,scammer_type,edge_case_type,adversarial_strategy
Women_Led_Businesses,visayas_metro,50,29444,5,6,0.6277014315599644,0.3657059032102427,0.98,27,2,6.0,0.5146051244122021,4,"[0.45289619245377355, 0.4537083921654187, 0.4502659727728843, 0.4505919471222168, 0.44814704431369695, 0.4490517814319189, 0.45184731344931345, 0.45361165331150644, 0.449581661172957, 0.4486494322054458, 0.6000015838765698, 0.6018036202467874, 0.5956684355515993, 0.5931114571405882, 0.5983483894515252, 0.5963378627222575, 0.44847557940705807, 0.4495566590435476, 0.44864025477293096, 0.45435740260341223, 0.45098023429380696, 0.4509014230788325, 0.45186662143213024, 0.4465835006466577, 0.45311733536226084, 0.5997727071403935, 0.6020114418517236, 0.5967844283008795, 0.5953387237019517, 0.602453668974075]",daycare_center,female,True,False,trustworthy,,,,
Senior_Citizens,visayas_rural,46,27794,9,5,0.8821708957039276,0.7627821590183292,0.8301333623488016,26,7,9.811906987069275,0.592534198493947,2,"[0.8235899912337447, 0.8313896538414932, 0.841039595953525, 0.8369417398190317, 0.8322235757657789, 0.8019715914605325, 0.7954319133393815, 0.8184748379154462, 0.8337760992219783, 0.804325077513564, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7966340347722992, 0.8444541183723158, 0.8208052217858154, 0.8110051106174879, 0.7734130315813681, 0.776473018724279, 0.8171601144741383, 0.755661472727314, 0.8358019967904087, 1.0, 1.0, 1.0, 1.0, 1.0]",,male,True,False,challenging_legitimate,,,Cultural_Bridges,
Service_Providers,mindanao_metro,33,13305,8,6,0.626532311562565,0.5733075683506206,0.5785876327042184,31,2,12.212376244880078,0.3176710887217966,2,"[0.8912761796324317, 0.9549086194302747, 0.8974575793165861, 0.9403951669536752, 0.8790975716870266, 0.423310209635944, 0.4867732264674164, 0.9304321974176324, 0.9181044137873429, 0.8827186248799849, 1.0, 1.0, 0.6699798136444858, 0.6802125463769645, 1.0, 1.0, 0.8830721998550349, 0.9579402133689023, 0.9891850991831983, 0.5256408641737003, 0.49488640978208265, 0.912226632900166, 0.9826239442970816, 0.8719661283632247, 0.8923444082829161, 1.0, 0.7276944190880399, 0.6890895436218403, 1.0, 1.0]",student_worker,male,True,False,challenging_legitimate,,,Economic_Outliers,
Traditional_Merchants,mindanao_metro,26,41884,7,4,0.4196850902835796,0.5128708195093168,0.5406949463051179,23,0,2.0,0.39547619985678906,4,"[0.2542107574652466, 0.766343946461241, 0.769581342086956, 0.29959220905942346, 0.4651589337024645, 0.834424855472893, 0.6637071561760293, 0.31918199877948716, 0.7588050333512929, 0.5041010999497311, 0.6083278472606752, 0.19909828711256, 0.12445055390559485, 0.39797340922824576, 0.5752348747617211, 0.24206695533108935, 0.7963846175347703, 0.5695041987379414, 0.3798079213157236, 0.2308108916142807, 0.8155935362497563, 0.6991689075879466, 0.6510804300927634, 0.32805550114780957, 0.4092525365927878, 0.2303259244788964, 0.5578064488162406, 0.8719340873618041, 0.7856889499506419, 0.6179039134091856]",delivery_driver,male,False,True,untrustworthy,0.2702590681974384,Organized_Crime_Members,,
Traditional_Merchants,mindanao_metro,40,29779,5,5,0.5162612256130186,0.5592196962303644,0.98,30,3,5.0,0.1534112476545865,3,"[0.45121119027100987, 0.44992741318082724, 0.4472888944178096, 0.4509730778451648, 0.4464628806265206, 0.4535630381653847, 0.44860614810810484, 0.45060347896761854, 0.4508498636146384, 0.44922328507888776, 0.6017600814044258, 0.5985752890301324, 0.6026138918923717, 0.5959620609592597, 0.6003791387386392, 0.6058167869971748, 0.4469990060261833, 0.4479667650884255, 0.45154172354897676, 0.4505387453458188, 0.45105189029782067, 0.45146756139044303, 0.4519041644056853, 0.4533290995258687, 0.45122945597078556, 0.5992762270361444, 0.6020177211036082, 0.6056996458046856, 0.5996020987608522, 0.597076412085988]",wholesale_trader,female,True,False,trustworthy,,,,
Young_Professionals,luzon_metro,34,28506,7,5,0.9202766558788273,0.9618596899181808,0.9624847716973478,99,3,8.0,0.3398340312554596,3,"[0.7508799903237973, 0.8009799078461182, 0.8314151743318979, 0.7921088921935749, 0.8206147416214814, 0.4532335025723025, 0.4316224336420202, 0.8236665860558102, 0.7926444035095174, 0.8133438461371237, 1.0, 1.0, 0.5719432236665769, 0.5941381086410928, 1.0, 1.0, 0.850730606671158, 0.8097947497256717, 0.8306481371832755, 0.4737756201014524, 0.40344930338455187, 0.7995784685508625, 0.8111007419188039, 0.7975441021779046, 0.8664953169531734, 1.0, 0.5727914495886877, 0.5935953179919866, 1.0, 1.0]",engineer,male,False,True,adversarial_attack,,,,cultural_mimicry_attack
Urban_Gig_Workers,mindanao_rural,40,15260,3,6,0.8804118773209282,0.7571925758385901,0.98,24,2,6.0,0.3199988319195049,3,"[0.35350707633619544, 0.3476108794360272, 0.35258941253374587, 0.35532470586197373, 0.3435850664996182, 0.18660931423358856, 0.1907312163815416, 0.35039086384187107, 0.35211343762011393, 0.3491880444398526, 0.4682597693624187, 0.46753296829382374, 0.25550334618497944, 0.25276326252990367, 0.4690128079862256, 0.46676436910163255, 0.34953718132778255, 0.3497023254365412, 0.35218335642713494, 0.1877370465575392, 0.18986932457068925, 0.35722620239593633, 0.3536133741102951, 0.3500219294034965, 0.3546036417664919, 0.46677577388093533, 0.24588562639446643, 0.2489757410672478, 0.4623876242369224, 0.46694545954787603]",delivery_driver,male,True,False,trustworthy,,,,
Seasonal_Workers,visayas_metro,39,19860,5,3,0.5962555998452836,0.6165383621505077,0.9296712868096721,27,7,7.0,0.7361146252726415,4,"[0.4483553822635496, 0.4442159489968818, 0.45168808138668387, 0.4552934601203678, 0.46178778312642244, 0.4652806630343326, 0.446204690114314, 0.4360111158913258, 0.44563822909037526, 0.45274577896447515, 0.5898330112340873, 0.589902721173973, 0.6036267238979748, 0.599486751408055, 0.6003459855725709, 0.5919983998724515, 0.4475694321377664, 0.44024998084136396, 0.45939097631077214, 0.4609211630313397, 0.4305239975011789, 0.44019430459593495, 0.4342126534856752, 0.4431426979725373, 0.4491197872430146, 0.5847072475674138, 0.590275017840153, 0.5894089454885347, 0.6021865266844535, 0.6007315346986194]",harvest_worker,male,True,False,trustworthy,,,,
Traditional_Merchants,visayas_metro,46,20269,6,5,0.7427857858942013,0.44410889768072787,0.98,40,4,8.0,0.16290343143403357,3,"[0.5417388995196407, 0.5409773889497466, 0.540583152904732, 0.538940501121568, 0.5410154515303851, 0.539113795769583, 0.5405053829288089, 0.5439527926068239, 0.5369803723041611, 0.5434196356833871, 0.7239513452020195, 0.7196457944190268, 0.7136344353029742, 0.7181765340387167, 0.7238909836396833, 0.7199313958131033, 0.5370020933031153, 0.5384856752363154, 0.5425218600795138, 0.5416402007046042, 0.5392832037024909, 0.538899526764556, 0.5388247255528685, 0.5372327694465046, 0.5448461270684084, 0.719033038592366, 0.7236514755624764, 0.7245639481557673, 0.7229949326944438, 0.7187051390618459]",market_vendor,female,True,False,trustworthy,,,,
Young_Professionals,luzon_rural,41,19082,10,4,0.7988174554737927,0.7,0.8978807231523068,16,30,14.0,0.6084619709181477,4,"[0.8562870211670988, 0.7688068239579753, 0.8131302230095763, 0.7643208837336023, 0.7540871369537948, 0.7052125935537779, 0.8194232705518905, 0.7058606921073269, 0.8621378731407796, 0.7561865330615509, 0.8617307767145803, 0.7943368770620708, 0.7714865785343084, 0.8167977839702454, 0.7465524255841671, 0.7319249616565322, 0.7495714108003146, 0.7482305590309606, 0.8067379129175621, 0.8582474424202137, 0.8474120275019239, 0.8528099447435022, 0.889560495643931, 0.8151384217239992, 0.8965329271516066, 0.7776845043224165, 0.8870412064183091, 0.8983083841878488, 0.7347424062730378, 0.7473102265484922]",poultry_farm,female,False,True,untrustworthy,0.256383153369085,Professional_Scammers,,
OFW_Families,luzon_rural,29,24621,4,3,0.47165807356344835,0.7743559158064892,0.7943679235339298,18,0,5.028029112144961,0.5548687774068444,4,"[0.24505102471822932, 0.2076386616537418, 0.16564573517770853, 0.24629264451209437, 0.11885834842404078, 0.21083055563424233, 0.11284253225159407, 0.1620322224152503, 0.37231782777188827, 0.20837540936788868, 0.7409022687030626, 0.7363930349384665, 0.6139312372503534, 0.8941769346189308, 0.6972213330191933, 0.8111208758542867, 0.7564118712400651, 0.8488941466960951, 0.850461679865218, 0.678994820815246, 0.7633050186265115, 0.652154944933935, 0.7961025939401652, 0.7095890333973143, 0.7960009639670549, 0.8506407203029933, 0.7549988692661815, 0.7128986343130636, 0.8721727279340459, 0.754911534650271]",,male,True,False,challenging_legitimate,,,Crisis_Affected,
Senior_Citizens,visayas_metro,65,18509,4,5,0.5672018317825351,0.7999883105515142,0.98,26,3,5.0,0.4159083033654684,4,"[0.44839399473895136, 0.45107536085462885, 0.4478071311728536, 0.4522737655497709, 0.45205652321637063, 0.45554582649988923, 0.44947330816350234, 0.4520059644142737, 0.45029420261861686, 0.4538876153455891, 0.5978435028371738, 0.6022350159386318, 0.5994159081116499, 0.5998074354686744, 0.6002752574533451, 0.60075672118928, 0.44965131287063415, 0.4506441395495116, 0.4547343541726866, 0.4529563490568457, 0.4526074637774907, 0.4486333814219284, 0.447332277515315, 0.45286590167471324, 0.4526281403775894, 0.604418012027253, 0.5981880581220923, 0.5993113540339189, 0.5950815475124237, 0.5988225866818173]",pension_recipient,female,True,False,trustworthy,,,,
Senior_Citizens,mindanao_metro,72,16655,4,6,0.7619838986181617,0.4666810180302783,0.98,23,0,5.0,0.4793919851247524,3,"[0.35835519361522483, 0.36250000173534097, 0.35668541162081246, 0.36066162428104165, 0.36365387745691674, 0.35846041090645986, 0.3578462433277572, 0.3593084261244593, 0.3635391756250822, 0.36058232289286013, 0.4784063571161772, 0.4814516299535641, 0.4766931235504907, 0.4820440785313288, 0.4812258219231053, 0.4790765745865833, 0.35748424260465833, 0.35733995723314965, 0.3616044520090378, 0.3636869415074672, 0.35808807675891363, 0.3613751601106545, 0.35373891894419385, 0.35824614680802847, 0.35990682320138734, 0.4772709497490545, 0.4771904808756312, 0.4779966613305933, 0.4808765781849791, 0.47943801294478083]",consultant,male,True,False,trustworthy,,,,
Service_Providers,visayas_rural,41,15375,3,4,0.8647126862496054,0.7794601933980476,0.98,32,0,8.0,0.2939474394106736,3,"[0.3521060199266187, 0.34981998356301797, 0.3510862344688045, 0.3548353555878219, 0.3515732972040597, 0.18913930964446846, 0.18492043157706023, 0.3532387606980817, 0.35293645254342326, 0.3574897641699164, 0.46707666529514097, 0.4686574509829918, 0.25274815105113224, 0.25673235983929044, 0.46771411340283914, 0.468837064577311, 0.35282368952914966, 0.3515598273694691, 0.34966069915634845, 0.18958226997869493, 0.19222089524957933, 0.34792045410176686, 0.35139890902244064, 0.3488996375551825, 0.3545851398867746, 0.46343043928564864, 0.2503232344581852, 0.2531316356251936, 0.472696572087703, 0.467802749216781]",repair_shop,male,True,False,trustworthy,,,,
OFW_Families,mindanao_rural,29,29395,6,5,0.9178473629004111,0.9537258486398001,0.9563673543661304,5,0,3.0,0.7793753022831788,5,"[0.47040312095582404, 0.6752751800086816, 0.43930242378672124, 0.40342117442703507, 0.283731253430319, 0.46850022283887705, 0.22409709856301385, 0.25078436098939394, 0.8001665396989819, 0.7123919434120931, 0.12577385192798485, 0.6281581486418283, 0.59193856576713, 0.8489903443083561, 0.8112330735662329, 0.29253303531456953, 0.15383272231159628, 0.5751553179834858, 0.45715285299888186, 0.6376189094977752, 0.7977699342291136, 0.295787320974714, 0.13538938404479828, 0.4511702491899685, 0.5318078471259428, 0.7035085669978275, 0.7208508971717599, 0.2121084600919237, 0.8947867529944387, 0.28732921371332554]",rice_farmer,female,False,True,untrustworthy,0.29574487540526717,Synthetic_Identity_Creators,,
Urban_Gig_Workers,mindanao_rural,45,15105,3,9,0.7460014234962988,0.7531714028349383,0.98,19,4,3.0,0.32544192390789173,2,"[0.35061624722555773, 0.34813337867819877, 0.3461806610392273, 0.3516103909076017, 0.34873094776414715, 0.18473323887120696, 0.18706028134727243, 0.34775535598915686, 0.35606142490521775, 0.3536449192708484, 0.4679760820760501, 0.47243983241667004, 0.25223210492294285, 0.2494161473960152, 0.47256937223180895, 0.4696167301310539, 0.3478882615370207, 0.35042898396574923, 0.34837314523984575, 0.184851600807107, 0.19177853264259492, 0.35672824992141045, 0.3468042972785426, 0.3526889077100718, 0.34904807229263457, 0.46653862384870587, 0.2502228182272834, 0.24940802769096054, 0.46814556488383446, 0.46550714965076684]",virtual_assistant,female,True,False,trustworthy,,,,
Women_Led_Businesses,visayas_rural,51,11009,3,5,0.4625293896599643,0.40993286273025514,0.8187081748172182,11,0,6.3832744372666514,0.4214096751057116,1,"[0.329008764687603, 0.23128469644174174, 0.21964140768620433, 0.29130876007885553, 0.25154513411555424, 0.26134592066308265, 0.24875741016831587, 0.2629350537446271, 0.3134702837949276, 0.29181289984408953, 0.3834471111278247, 0.3214874418273171, 0.3286957857051527, 0.28279473719766024, 0.33798988105169536, 0.38601637002270583, 0.2840577266042853, 0.26397621843858243, 0.26939357112939905, 0.2512666023966711, 0.27556816672695095, 0.2908271206732334, 0.22605794025324208, 0.278148551435975, 0.2953564229429165, 0.34871185664698956, 0.37905469393170493, 0.43654107622458865, 0.3571625256922106, 0.3706955029429081]",traditional_urban_trade,male,True,False,challenging_legitimate,,,Traditional_Urban,
OFW_Families,mindanao_metro,45,47410,6,4,0.5136252087813282,0.49763169804381446,0.98,34,2,6.0,0.2548939221029308,4,"[0.5411163164178207, 0.5411674775870038, 0.5398406380409474, 0.5436707066472559, 0.5432894077014326, 0.5381229681375114, 0.5360422584162037, 0.5393910580878131, 0.537599884306807, 0.539809426276154, 0.7237123144040524, 0.7186280950347396, 0.7198715298560653, 0.7201740682044252, 0.7225452926466158, 0.7132593319980461, 0.5381798991157042, 0.5406338510768385, 0.5436002368692806, 0.5385242926574815, 0.5343703418818744, 0.5418591343378985, 0.5380939128335231, 0.5364310000227289, 0.5381269638308603, 0.7194464239270324, 0.7181857660063853, 0.7133833018287028, 0.7226911985906613, 0.7238246251238362]",family_business_manager,female,True,False,trustworthy,,,,
Service_Providers,mindanao_metro,39,37471,8,1,0.49295528411033435,0.503866646264322,0.6034902162798554,63,24,13.0,0.3842320812115759,5,"[0.836438035736846, 0.16868383953612645, 0.7650541957657108, 0.684120578418226, 0.3786629218571802, 0.3744533446749009, 0.7274159980229576, 0.5168918638403773, 0.37864023730851726, 0.17809842490056715, 0.6775951546237663, 0.46195775460546895, 0.15373947203316735, 0.1357464421402569, 0.6686231918042019, 0.11806809216248988, 0.37446235804539874, 0.18749014542781905, 0.7400401006004458, 0.8439379571908739, 0.6923915877575453, 0.5127951215174987, 0.541528231860016, 0.3647917244425354, 0.4410955068973459, 0.46964332599553793, 0.7382046306434121, 0.603808255102943, 0.24910954022692958, 0.6258463289268879]",freelancer,male,False,True,untrustworthy,0.10491253060515388,Bust_Out_Fraudsters,,
Women_Led_Businesses,luzon_rural,45,51175,10,4,0.3301077383748531,0.7,0.39635031063575,148,17,15.0,0.6558597207384202,5,"[0.5593066825402987, 0.5281218215148837, 0.6784941425939387, 0.8493355038005008, 0.830583780535882, 0.2400518203847705, 0.8057959785318666, 0.24063096603109005, 0.8357078494807472, 0.897737442470808, 0.41759565942263976, 0.4963071178574062, 0.8492869958222102, 0.869705104066674, 0.8408317583171544, 0.8013945343343387, 0.10741373478407984, 0.5543694949315964, 0.1858405526188304, 0.8863951106968052, 0.32764932188003704, 0.8912795760709787, 0.5346403868455799, 0.49512993627345536, 0.8508484013926979, 0.7808477908623973, 0.4744166152050321, 0.25424911861904786, 0.1901174088161236, 0.22999541003179091]",poultry_farm,female,False,True,untrustworthy,0.22917958357805396,Identity_Thieves,,
Women_Led_Businesses,mindanao_metro,46,19891,5,6,0.5429353160385529,0.5305749566774988,0.98,25,0,9.0,0.5604837694395532,4,"[0.44468090259537935, 0.453785764502142, 0.44728280309741214, 0.4480387009840536, 0.4482130161178695, 0.45412331427951247, 0.4435929773580639, 0.45941324560098, 0.45316817042719815, 0.4506697167423875, 0.5998353179981512, 0.6008566622245729, 0.601563367285138, 0.6019356467578502, 0.6016668133980103, 0.6002687420437657, 0.44940798473907806, 0.44954618014903946, 0.449415275158942, 0.4534013102906012, 0.4517806701668426, 0.44117883409600717, 0.45196770232958927, 0.4505842085841563, 0.4499438737306623, 0.5988344446407333, 0.603372338159958, 0.6028425793863685, 0.5976813669965292, 0.6012211568613736]",handicrafts,female,True,False,trustworthy,,,,
Women_Led_Businesses,visayas_metro,49,22540,6,3,0.7228162573020621,0.610445581565152,0.98,38,4,9.0,0.4512992414747593,4,"[0.5379158606067329, 0.5387721526856607, 0.5384277348061962, 0.5404570646161012, 0.5375327402028535, 0.5433630920019734, 0.5400006211947547, 0.5399720990365842, 0.5390163158504613, 0.540465572051577, 0.7224752947940029, 0.7173986093528673, 0.7180256505327742, 0.71908882191367, 0.7159623872295803, 0.7175422264208354, 0.538571337379366, 0.5426231675421382, 0.5407876839870058, 0.5405807697341026, 0.542552693886504, 0.5395878846348019, 0.5411713945497867, 0.5396903347412025, 0.5407960870481989, 0.7182517240271652, 0.7126835485251707, 0.7195971625134411, 0.7242682444082998, 0.7227786462067247]",home_based_food,female,True,False,trustworthy,,,,
Young_Professionals,luzon_rural,41,25243,9,5,0.930050095375742,0.9060957637106762,0.9939856945481942,25,36,13.0,0.6564489881798266,3,"[0.54468053278697, 0.13750727756196401, 0.3755318638180877, 0.6146528522452266, 0.4049237059700762, 0.5195704479142097, 0.6570467258472719, 0.42660734146367074, 0.33991079554832093, 0.2471031829977995, 0.5303426115126539, 0.2927745512088593, 0.2802756387039209, 0.7860329908584166, 0.21548139933214278, 0.47042012759888874, 0.14609914757243364, 0.4301419911848675, 0.4332062933283255, 0.5239934512024685, 0.41073523904596876, 0.3039965164860292, 0.364210394899284, 0.16325634671584427, 0.45982946066339847, 0.3968619948176383, 0.5285084290777725, 0.7635250281720258, 0.14122930329121106, 0.4017343799690719]",rice_farmer,male,False,True,untrustworthy,0.28231553312410884,Synthetic_Identity_Creators,,
Women_Led_Businesses,mindanao_metro,36,21695,6,4,0.5065818793578695,0.715018780746422,0.9091611481822736,22,7,9.0,0.5894411267311699,4,"[0.5180956661538694, 0.5296072435293173, 0.5295197988091401, 0.5271930422213026, 0.5513022813379156, 0.5373589584152423, 0.5363957663289894, 0.5126957165424805, 0.5486580966432731, 0.5231140785459049, 0.7208166316979714, 0.7237794903847258, 0.7385400996842855, 0.7021662386562602, 0.6788566474073352, 0.7225051022328955, 0.5645334552620136, 0.5568816696247167, 0.5428567830834484, 0.5333010500077707, 0.5509977134932014, 0.5267346271541002, 0.5464907689234159, 0.546887449333023, 0.5544462376024465, 0.7576026524012917, 0.7253469923840192, 0.7130649492935616, 0.7196515288266676, 0.69589487640322]",beauty_services,female,True,False,trustworthy,,,,
